twid,tweep,twtext,fav,rt,url
603955315902648320,NBCNews,"FIFA Chief Sepp Blatter: ""There can be no place for corruption of any kind"" http://t.co/KGiII2Ujsw http://t.co/Gs3jNi7O4i",27,29,http://nbcnews.to/1J96bsx
603946456844742656,NBCNews,"Floyd Dent, unarmed man beaten by Michigan cops during traffic stop, settles for $1.4 million http://t.co/Dsdx0yFjMZ http://t.co/lVur0Yv97u",510,861,http://nbcnews.to/1LLDYaT
603943846674886656,NBCNightlyNews,.@Lamborghini will add an SUV to its product line by 2018 http://t.co/5khtitLu3L http://t.co/dLkftCunxo,133,155,http://nbcnews.to/1EA5BgR
603940830370537472,NBCNews,"WATCH LIVE: 65th FIFA Congress opens in Zurich, a day after 6 senior officials arrested in raids http://t.co/KLh9pTyZLI",11,20,http://nbcnews.to/1KB1UQl
603940005409611777,NBCNews,WATCH LIVE: George Pataki enters 2016 presidential race http://t.co/Kc4CWBmZlR,4,13,http://nbcnews.to/1G2XdxW
603938970083467264,NBCNews,A look at the 10 prisoners who were on death row until Nebraska repealed the death penalty http://t.co/KT3G8zJIQ7 http://t.co/SYBY7a19lj,27,31,http://nbcnews.to/1HPBLK5
603935860086730752,NBCNews,Alleged witch axed to death over measles outbreak http://t.co/YIIA5UPHF6,18,30,http://nbcnews.to/1J8UC4x
603927736118284288,NBCNews,Tamir Rice's dad on 12-year-old's fatal shooting: 'I can't see him grow up' http://t.co/dY37B26rRp http://t.co/VWVn0tPL9U,42,63,http://nbcnews.to/1JWYC8O
603921218681610242,NBCNews,Thief steals sunglasses but leaves million-dollar lottery ticket http://t.co/TCkMfhwU3n http://t.co/BuOYJQE9hR,151,156,http://nbcnews.to/1EzUSTC
603919908821413888,TODAYshow,Tracy Morgan to talk with @MLauer in first interview since accident: http://t.co/C3h6lPrIQ4 http://t.co/U12naWpYYp,133,76,http://on.today.com/1GGhyHX
