dt,title,href,newstxt
2015-02-02 12:18:00,Looking to donate? You have a lot of options   - CNN Video,http://www.cnn.com/videos/tv/2015/02/02/exp-iyw-charity-explainer.cnn,Charity these days can mean many things.  Chris Cuomo breaks down your options when you're looking to donate.
2015-02-01 08:11:00,This video is no longer available - CNN Video,http://www.cnn.com/videos/tv/2015/02/01/the-lost-footage-of-super-bowl-i.cnn,This video is no longer available. We apologize for the inconvenience.
2015-02-02 06:47:00,Peter Greste's mother jokes she'll 'give him a whack!' - CNN Video,http://www.cnn.com/videos/world/2015/02/02/intv-amanpour-peter-juris-lois-greste-sot.cnn,"After more than a year in an Egyptian jail, journalist Peter Greste was freed. His parents are elated, as they tell CNN's Christiane Amanpour."
2015-02-02 14:31:00,"800 years old, the Magna Carta rings as true as ever - CNN Video",http://www.cnn.com/videos/world/2015/02/02/pkg-amanpour-magna-carta-iaw.cnn,It started as a failed feudal peace treaty ... and ended up a cornerstone of today's freedoms. Christiane Amanpour has more.
2015-01-27 16:22:00,Snow blankets Boston after blizzard - CNN Video,http://www.cnn.com/videos/weather/2015/01/27/lead-dnt-baldwin-boston-weather-wrap.cnn-ap,Parts of Boston were covered in almost a foot of snow and there may be more to come. CNN's Brooke Baldwin has more. 
2015-02-23 13:07:00,Will anti-Semitism in Europe cause Jews to leave? - CNN Video,http://www.cnn.com/videos/tv/2015/02/23/exp-erin-intv-efune-should-jews-leave-europe.cnn,Erin Burnett speaks with Dovid Efune about anti-semitism in Europe and whether recent attacks against synagogues would prompt Jews to leave.
2015-02-10 15:44:00,How vaccines stop diseases like measles - CNN Video,http://www.cnn.com/videos/video-landing/2015/02/10/how-vaccines-work-measles-mumps-rubella-mmr-elizabeth-cohen-orig-cfb.cnn,"Elizabeth Cohen breaks down how vaccines work, why they keep us safe and why they're more effective when everyone gets them."
2015-01-29 20:07:00,Why won't Kevin Costner reveal his Super Bowl pick? - CNN Video,http://www.cnn.com/videos/tv/2015/01/30/cnn-tonight-kevin-costner-green-room.cnn,"Kevin Costner joins Jason Kurtz in the Green Room to discuss his interview with Don Lemon, his film ""Black or White,"" and why no one wants his Super Bowl prediction"
2015-02-27 11:28:00,Is there a Hawaii without hotels? - CNN Video,http://www.cnn.com/videos/us/2015/02/27/wonder-list-skype-orig-bill-weir.cnn,"The island nation of Vanuatu has all the trappings of paradise, without the luxury hotels and resorts (for now).  Bill Weir caught up with guide and photojournalist, Jimmy Nelson, to look back at their extraordinary experiences on these extraordinary islands.   "
2015-02-23 18:55:00,University students hospitalized after taking Molly  - CNN Video,http://www.cnn.com/videos/health/2015/02/23/erin-casarez-wesleyan-university-students-hospitalized-molly.cnn,"Ten Wesleyan University students and two visitors were hospitalized from ""complications"" arising from the use of the drug Molly. CNN's Jean Casarez reports."
2015-01-29 13:00:00,Hambycast: Searching for freedom in Iowa - CNN Video,http://www.cnn.com/videos/politics/2015/01/29/hambycast-searching-for-freedom-in-iowa.cnn,"Iowa's conservative ring-master Steve King hosted the first annual ""Freedom Summit,"" a chance for presidential contenders and pretenders to impress the state's fickle conservative movement. We sat through 10 hours of speeches so you don't have to. "
2015-02-09 18:12:00,CNN Quiz Show Presidents Edition Trailer - CNN Video,http://www.cnn.com/videos/tv/2015/02/09/cnn-quiz-show-presidents-edition-team-trailer.cnn-creative-marketing,"Three teams of CNN anchors battle it out for charity in a wild quiz show that tests their knowledge of Presidential trivia! Presidents Day, Monday 9p ET/PT"
2015-02-01 09:52:00,McCain doesn't regret calling protesters 'lowlife scum' - CNN Video,http://www.cnn.com/videos/tv/2015/02/01/sotu-dana-bash-john-mccain-calling-protestors-lowlife-scum.cnn,"Sen. John McCain says he doesn't regret calling protesters ""lowlife scum"" at a hearing and says they are ""terrible people"" for threatening Henry Kissinger."
2015-01-26 20:00:00,How zoo animals survive a blizzard   - CNN Video,http://www.cnn.com/videos/weather/2015/01/27/pkg-how-zoo-animals-survive-a-blizzard.cnn,The heads of two Northeast zoos explain how they keep their animals safe during extreme weather conditions. 
2015-02-05 17:45:00,Plane crashes caught on camera provide vital clues - CNN Video,http://www.cnn.com/videos/us/2015/02/05/erin-dnt-foreman-plane-crashes-caught-on-tape.cnn,CNN's Tom Foreman looks at the rise of video of plane crashes and the help they can provide. 
2015-02-19 16:10:00,Beyonc̩'s leaked photos: What's the big deal? - CNN Video,http://www.cnn.com/videos/tv/2015/02/19/orig-elbagir-beyonce-loreal-unretouched-photos.cnn,CNN's Nima Elbagir explores the controversy surrounding unretouched photos of the famous pop singer.
2015-02-12 10:36:00,Victoria's Secret angels inspired space suits? - CNN Video,http://www.cnn.com/videos/us/2015/02/12/pkg-victorias-secret-angels-space-suit-orig.cnn,"One fashion designer responsible for some of the wings worn by the Victoria's Secret ""angels"" is the co-designer of a spacesuit for NASA.  "
2015-02-10 16:27:00,Who is Nick Gordon? - CNN Video,http://www.cnn.com/videos/entertainment/2015/02/10/ac-dnt-kaye-nick-gordon-profile.cnn,Randi Kaye takes a closer look at Bobbi Kristina's boyfriend Nick Gordon after the daughter of the late Whitney Houston was found unresponsive in a bathtub.
2015-03-03 11:35:00,Netanyahu: This is what the Iran deal should be - CNN Video,http://www.cnn.com/videos/world/2015/03/03/sot-netanyahu-speech-congress-iran-deal-should-be.cnn,Israeli Prime Minister Benjamin Netanyahu addresses a joint meeting of Congress to voice how he feels negotiations with Iran over its nuclear program should go.
2015-02-02 23:37:00,This video is no longer available - CNN Video,http://www.cnn.com/videos/sports/2015/02/03/cnn-tonight-marquez-nfl-olivia-pope.cnn,This video is no longer available. We apologize for the inconvenience.
2015-02-10 15:44:00,How vaccines stop diseases like measles - CNN Video,http://www.cnn.com/videos/video-landing/2015/02/10/how-vaccines-work-measles-mumps-rubella-mmr-elizabeth-cohen-orig-cfb.cnn,"Elizabeth Cohen breaks down how vaccines work, why they keep us safe and why they're more effective when everyone gets them."
